problem,capacity,weights_chr,values_chr,maxValue,ncapacity,corr,dev.w,dev.v,mean.w,mean.v,mean.ef,dev.ef,sum.ef,profit,nprofit,case_id,solution,runtime,solvetime,no_solutions,variables,propagators,propagations,nodes,failures,restarts,peak_depth,ncapacity_bin,nprofit_bin,region,propagations_cum_dist
47-0.42-0.62,40,"7,4,17,21,20,28","3,44,28,22,38,46",181,0.41237113402061853,0.349714592286,9.064583093924764,16.203908993408554,16.166666666666668,30.166666666666668,0.8534903629297222,0.7758005272708471,3.1381227330954085,112,0.6187845303867403,47,0,10.445,0.221,0,55,80,536,11,6,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9865168539325843
178-0.45-0.63,44,"6,25,18,18,20,11","30,28,27,38,12,19",154,0.4489795918367347,-0.0533092628844,6.772493386240157,9.048020041239225,16.333333333333332,25.666666666666668,0.7464703425229742,0.5051069298433049,1.661328776201155,97,0.6298701298701299,178,0,4.413,0.252,0,55,80,405,7,4,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9415730337078652
88-0.44-0.86,78,"25,44,17,39,30,23","27,19,46,11,37,13",153,0.43820224719101125,-0.576781343479,10.191499726078918,13.881642554107204,29.666666666666668,25.5,1.6227961237495945,1.175911069826157,9.241084291243608,131,0.8562091503267973,88,0,3.338,0.142,0,55,0,126,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.95184
235-0.44-0.38,73,"16,41,46,29,4,30","3,29,1,35,8,43",119,0.4397590361445783,0.232696141418,15.603418428878546,18.049007359593674,27.666666666666668,19.833333333333332,9.128895380659614,18.154041700757723,2044.3197910225072,45,0.37815126050420167,235,1,3.84,0.364,1,55,80,293,7,2,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9608313349320543
135-0.41-0.88,78,"45,23,36,14,33,40","9,34,2,45,16,2",108,0.4083769633507853,-0.924529971307,11.444066876188144,17.787636155487327,31.833333333333332,18,7.6750136165577345,8.948444610591546,667.7081454315114,95,0.8796296296296297,135,1,4.281,0.191,1,55,0,130,1,0,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.98512
245-0.42-0.39,43,"7,37,14,14,20,12","28,40,7,3,27,20",125,0.41346153846153844,0.588046508231,10.500793620801556,13.905634349668004,17.333333333333332,20.833333333333332,1.5304012345679012,1.6463190450316234,15.239784807956106,48,0.384,245,1,5.454,0.323,1,55,80,237,6,1,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9469224620303757
88-0.41-0.4,72,"25,44,17,39,30,23","27,19,46,11,37,13",153,0.4044943820224719,-0.576781343479,10.191499726078918,13.881642554107204,29.666666666666668,25.5,1.6227961237495945,1.175911069826157,9.241084291243608,61,0.39869281045751637,88,1,3.494,0.194,1,55,80,232,6,1,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9045563549160671
126-0.43-0.86,72,"4,40,25,47,41,11","37,19,21,29,16,49",171,0.42857142857142855,-0.71821215565,17.59545395833822,12.613484847574837,28,28.5,1.301921151261636,0.9934282721322301,5.481436948833051,147,0.8596491228070176,126,0,4.723,0.224,0,55,0,127,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.97296
139-0.44-0.36,67,"7,42,34,23,22,26","28,30,46,38,37,38",217,0.43506493506493504,0.329170449571,11.877148928369412,6.462713568360172,25.666666666666668,36.166666666666664,0.7121997855979549,0.3777493503725557,1.210446638993618,78,0.35944700460829493,139,1,4.569,0.214,1,55,80,232,6,1,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9045563549160671
94-0.45-0.63,70,"19,38,28,4,37,31","12,35,31,16,38,26",158,0.445859872611465,0.845382751531,12.859497138950134,10.443498775155128,26.166666666666668,26.333333333333332,0.9980442213888733,0.43752526326298175,0.9571647303865619,99,0.6265822784810127,94,0,2.862,0.271,0,55,80,380,7,4,0,2,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9107544141252006
69-0.44-0.61,71,"37,27,22,46,3,27","47,37,34,39,43,29",229,0.4382716049382716,0.0192965618055,14.573949361789344,6.400520812142295,27,38.166666666666664,0.7240519499864331,0.3710265193331554,1.145187348080122,139,0.6069868995633187,69,0,5.32,0.478,0,55,80,397,7,4,0,2,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9348314606741573
71-0.41-0.38,46,"42,7,6,45,9,5","34,26,21,33,41,42",197,0.40350877192982454,0.0727048110627,19.0473095212946,8.232051182218601,19,32.833333333333336,0.5820725583996746,0.5601929505881265,2.617060788098716,74,0.3756345177664975,71,1,4.304,0.336,1,55,80,234,7,1,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9232613908872902
31-0.44-0.61,104,"49,45,21,46,37,40","33,26,9,36,35,39",178,0.4369747899159664,0.765039181902,10.112698288126007,11.021191708098842,39.666666666666664,29.666666666666668,1.484918784918785,0.4933731638465091,2.6279627618222365,108,0.6067415730337079,31,0,3.321,0.277,0,55,80,454,9,5,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9609951845906902
40-0.44-0.37,51,"11,35,27,13,18,12","1,45,16,29,47,23",161,0.4396551724137931,0.475467693702,9.688481133111972,17.55467648994611,19.333333333333332,26.833333333333332,2.469711915614297,4.206556038285057,101.43588720555424,59,0.36645962732919257,40,1,4.043,0.386,1,55,80,320,7,2,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.986890487609912
44-0.44-0.61,94,"26,46,23,36,39,44","19,34,26,13,31,44",167,0.4392523364485981,0.60219459637,9.395034149308168,11.052903087726168,35.666666666666664,27.833333333333332,1.4388788165128923,0.6803972767895722,3.47038996481587,101,0.6047904191616766,44,0,2.772,0.184,0,55,80,447,9,5,0,2,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9582664526484751
214-0.43-0.4,98,"44,49,41,45,29,20","12,4,21,3,28,45",113,0.4298245614035088,-0.963554613653,11.135528725660043,16.067565673326705,38,18.833333333333332,5.724867724867725,6.276054620063494,330.8905580750819,45,0.39823008849557523,214,1,3.431,0.287,1,55,80,319,7,2,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9827338129496402
202-0.45-0.62,60,"24,7,45,26,4,29","24,35,36,25,16,33",169,0.4444444444444444,0.52204968438,15.136049682793724,7.833687935236294,22.5,28.166666666666668,0.7697979797979798,0.4389383915080097,1.2812923783287422,104,0.6153846153846154,202,0,3.773,0.274,0,55,80,376,7,4,0,2,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9008025682182985
46-0.43-0.88,60,"22,25,45,17,11,21","12,18,13,2,43,39",127,0.425531914893617,-0.381437441993,11.588787684654509,16.265505423031485,23.5,21.166666666666668,2.663006029285099,3.0766262988100834,63.921681233280715,111,0.8740157480314961,46,0,5.234,0.267,0,55,0,127,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.97296
70-0.41-0.65,78,"34,26,36,22,38,35","12,7,34,42,34,13",142,0.4083769633507853,-0.0759611731845,6.3377177806105145,14.678782874157744,31.833333333333332,23.666666666666668,1.990034475328593,1.2613811643569308,13.836421783007207,92,0.647887323943662,70,0,4.029,0.3,0,55,80,467,9,5,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9664526484751204
21-0.42-0.61,69,"20,44,12,41,11,38","28,31,26,31,19,24",159,0.41566265060240964,0.662262892118,15.05545305418162,4.5934736311423405,27.666666666666668,26.5,1.0133400602415883,0.4833188570580139,1.1690533311828197,96,0.6037735849056604,21,0,3.288,0.227,0,55,80,457,9,5,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9630818619582665
47-0.42-0.64,40,"7,4,17,21,20,28","3,44,28,22,38,46",181,0.41237113402061853,0.349714592286,9.064583093924764,16.203908993408554,16.166666666666668,30.166666666666668,0.8534903629297222,0.7758005272708471,3.1381227330954085,115,0.6353591160220995,47,0,4.047,0.256,0,55,80,537,11,6,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9874799357945425
21-0.44-0.63,73,"20,44,12,41,11,38","28,31,26,31,19,24",159,0.4397590361445783,0.662262892118,15.05545305418162,4.5934736311423405,27.666666666666668,26.5,1.0133400602415883,0.4833188570580139,1.1690533311828197,100,0.6289308176100629,21,0,3.158,0.208,0,55,80,379,7,4,0,2,"(0.4,0.45]","(0.6,0.65]",phaseT,0.907223113964687
225-0.42-0.88,70,"10,17,41,47,49,4","14,19,7,2,3,37",82,0.4166666666666667,-0.880229000889,19.959959919799438,13.170674495509587,28,13.666666666666666,7.901267809162546,9.798736119881987,765.8411319780986,72,0.8780487804878049,225,0,4.047,0.166,0,55,0,127,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.97296
69-0.45-0.62,72,"37,27,22,46,3,27","47,37,34,39,43,29",229,0.4444444444444444,0.0192965618055,14.573949361789344,6.400520812142295,27,38.166666666666664,0.7240519499864331,0.3710265193331554,1.145187348080122,141,0.6157205240174672,69,0,3.53,0.367,0,55,80,382,7,4,0,2,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9146067415730337
47-0.44-0.65,42,"7,4,17,21,20,28","3,44,28,22,38,46",181,0.4329896907216495,0.349714592286,9.064583093924764,16.203908993408554,16.166666666666668,30.166666666666668,0.8534903629297222,0.7758005272708471,3.1381227330954085,117,0.6464088397790055,47,0,5.318,0.273,0,55,80,539,11,6,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9895666131621188
204-0.41-0.37,85,"46,36,13,30,39,45","20,4,34,35,27,12",132,0.40669856459330145,-0.593635835065,12.22156563892968,12.37739875741264,34.833333333333336,22,2.9556567071272952,3.19074812481162,73.85192691673619,48,0.36363636363636365,204,1,4.327,0.384,1,55,80,235,5,1,0,3,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9382893685051958
51-0.45-0.61,68,"27,3,37,23,35,28","11,15,35,41,14,29",145,0.4444444444444444,0.241527821415,12.19426094521517,12.52863387072456,25.5,24.166666666666668,1.28969686047062,0.969469301786623,5.202899261332415,88,0.6068965517241379,51,1,3.09,0.277,1,55,80,466,11,4,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9656500802568219
29-0.44-0.87,55,"6,2,38,37,11,32","42,44,22,15,31,44",198,0.4365079365079365,-0.663640218891,16.443843832875572,12.425779653607254,21,33,0.9107270865335382,0.9765943856727257,4.816500889110185,172,0.8686868686868687,29,0,4.846,0.155,0,55,0,124,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.90976
249-0.41-0.61,86,"38,44,29,23,39,39","44,33,40,45,13,38",213,0.4056603773584906,-0.474153617213,7.7631608682718065,11.844830095868831,35.333333333333336,35.5,1.243232766259082,0.9044404842106295,4.445036018888061,129,0.6056338028169014,249,0,1.889,0.223,0,55,80,481,9,5,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9695024077046549
98-0.42-0.39,92,"48,34,43,32,20,44","26,24,34,47,17,11",159,0.416289592760181,-0.00381155173728,10.284292229738838,12.755391017134675,36.833333333333336,26.5,1.7308080078730892,1.1737267563079916,10.092654558594997,62,0.389937106918239,98,1,4.054,0.318,1,55,80,320,6,2,0,3,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.986890487609912
143-0.43-0.87,64,"17,20,24,17,24,48","8,27,7,30,20,7",99,0.4266666666666667,-0.493911743879,11.696153213770756,10.559356040971437,25,16.5,2.486353615520282,2.3878533184314823,41.764699773942496,86,0.8686868686868687,143,0,4.095,0.184,0,55,0,126,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.95184
88-0.45-0.38,80,"25,44,17,39,30,23","27,19,46,11,37,13",153,0.449438202247191,-0.576781343479,10.191499726078918,13.881642554107204,29.666666666666668,25.5,1.6227961237495945,1.175911069826157,9.241084291243608,58,0.3790849673202614,88,1,5.118,0.303,1,55,80,233,6,1,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9154276578737011
95-0.44-0.86,42,"7,39,8,10,8,24","11,4,7,9,31,7",69,0.4375,-0.485442986452,12.946041866145807,9.833615815151617,16,11.5,2.721161305838725,3.6166707134832676,83.17591269313662,59,0.855072463768116,95,0,3.625,0.189,0,55,0,133,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.99632
60-0.43-0.65,94,"42,34,49,37,37,20","38,16,38,47,32,31",202,0.4292237442922374,0.343911511488,9.648834126463155,10.366613075960087,36.5,33.666666666666664,1.1847303624968393,0.5198735289135039,1.556094271294181,131,0.6485148514851485,60,0,4.499,0.355,0,55,80,417,7,4,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9484751203852327
149-0.43-0.62,66,"27,18,19,20,38,33","1,31,34,37,22,49",174,0.4258064516129032,-0.105304047947,8.280499179799891,16.284962388657824,25.833333333333332,29,5.1801252243784095,10.699312731811297,677.2171460144044,107,0.6149425287356322,149,0,4.256,0.286,0,55,80,409,9,5,0,2,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9439807383627609
134-0.45-0.39,72,"30,37,28,8,11,48","29,7,29,31,29,34",159,0.4444444444444444,-0.205302741525,15.28397853963424,9.751922887307918,27,26.5,1.5558089754255429,1.8773096409678092,19.474999143334976,62,0.389937106918239,134,1,3.535,0.263,1,55,80,233,6,1,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9154276578737011
1-0.42-0.65,47,"2,2,42,31,30,6","2,23,40,40,10,12",127,0.415929203539823,0.674254072333,17.55467648994611,16.055113411828227,18.833333333333332,21.166666666666668,1.0686594202898552,1.0107906506520006,5.136773393194707,82,0.6456692913385826,1,0,3.399,0.606,0,55,80,508,11,6,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9765650080256821
150-0.44-0.4,88,"42,35,33,26,20,45","18,24,47,12,38,34",173,0.43781094527363185,-0.0749139830774,9.439279633531363,13.151679233720182,33.5,28.833333333333332,1.418384365691032,0.7370836331617397,3.7667342761026728,69,0.3988439306358382,150,1,4.497,0.384,1,55,80,407,10,3,0,3,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9958433253397282
103-0.41-0.37,70,"3,4,44,40,44,38","42,1,2,35,15,49",144,0.4046242774566474,-0.00583740771903,19.762759591379606,20.80384579831335,28.833333333333332,24,5.1538548752834465,8.380259716237646,454.6708265074737,53,0.3680555555555556,103,1,8.453,0.25,1,55,80,232,6,1,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9045563549160671
62-0.44-0.88,44,"27,3,26,27,12,5","14,28,8,12,40,47",149,0.44,-0.846435410055,11.360751148875089,16.104864689486426,16.666666666666668,24.833333333333332,1.3236828774062817,1.3374876840905414,9.57299015622546,131,0.8791946308724832,62,0,3.955,0.196,0,55,0,127,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.97296
88-0.44-0.38,78,"25,44,17,39,30,23","27,19,46,11,37,13",153,0.43820224719101125,-0.576781343479,10.191499726078918,13.881642554107204,29.666666666666668,25.5,1.6227961237495945,1.175911069826157,9.241084291243608,58,0.3790849673202614,88,1,3.707,0.206,1,55,80,233,6,1,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9154276578737011
130-0.41-0.63,62,"23,11,38,28,35,18","17,9,9,17,30,28",110,0.40522875816993464,0.123200797726,10.251829105091442,9.025888691240695,25.5,18.333333333333332,1.708994708994709,1.273941849102917,11.13068015877375,69,0.6272727272727273,130,0,4.464,0.293,0,55,80,406,7,4,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9423756019261638
40-0.43-0.36,49,"11,35,27,13,18,12","1,45,16,29,47,23",161,0.4224137931034483,0.475467693702,9.688481133111972,17.55467648994611,19.333333333333332,26.833333333333332,2.469711915614297,4.206556038285057,101.43588720555424,57,0.35403726708074534,40,1,4.391,0.271,1,55,80,319,7,2,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9827338129496402
173-0.43-0.65,60,"5,10,44,22,35,24","34,23,33,17,10,28",145,0.42857142857142855,-0.195752281283,14.69240166435245,9.410986487434071,23.333333333333332,24.166666666666668,1.261072544960013,1.1921451733952853,7.515003814639759,94,0.6482758620689655,173,0,4.054,0.314,0,55,80,381,7,4,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9117174959871589
33-0.43-0.61,73,"21,40,23,45,38,4","15,13,34,25,32,2",121,0.4269005847953216,0.545103110363,15.372052563011877,12.351787994726378,28.5,20.166666666666668,1.690148944193062,0.8240878116690782,6.2534369977324396,73,0.6033057851239669,33,0,3.653,0.203,0,55,80,427,9,5,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9512038523274479
181-0.42-0.9,49,"3,41,38,2,23,12","46,4,3,18,32,17",120,0.4117647058823529,-0.698752819453,17.034279164868313,16.601204775557708,19.833333333333332,20,4.08627125367055,5.768062730914659,223.50315984623248,108,0.9,181,1,3.201,0.209,1,55,0,129,1,0,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.97712
91-0.44-0.88,78,"41,11,36,12,29,49","48,47,17,26,17,18",173,0.43820224719101125,-0.302375862393,15.513435037626794,14.851487018701752,29.666666666666668,28.833333333333332,1.3492498858972577,0.9878765439108383,5.611353226841597,152,0.8786127167630058,91,0,3.574,0.118,0,55,0,125,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.92336
31-0.41-0.38,97,"49,45,21,46,37,40","33,26,9,36,35,39",178,0.40756302521008403,0.765039181902,10.112698288126007,11.021191708098842,39.666666666666664,29.666666666666668,1.484918784918785,0.4933731638465091,2.6279627618222365,67,0.37640449438202245,31,1,3.666,0.204,1,55,80,319,7,2,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9827338129496402
35-0.45-0.9,52,"2,23,24,12,41,14","48,38,27,5,2,13",133,0.4482758620689655,-0.508407706919,13.321661558028964,18.584043334717734,19.333333333333332,22.166666666666668,4.252123631728895,7.998057690399231,383.3024827910687,119,0.8947368421052632,35,0,4.154,0.107,0,55,0,124,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.90976
211-0.44-0.64,89,"1,32,44,39,42,46","49,25,24,26,40,31",195,0.4362745098039216,-0.715418461851,16.88786546606764,10.014988766843425,34,32.5,1.1946020773900958,0.6311665253034207,2.219075724465213,124,0.6358974358974359,211,0,3.42,0.277,0,55,80,541,11,6,0,4,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9910112359550561
87-0.41-0.38,63,"40,17,21,26,24,28","22,13,7,40,24,19",125,0.40384615384615385,0.329110810249,7.874007874011811,11.267948645013727,26,20.833333333333332,1.5415930560667404,0.8186616571991135,5.110972775118262,47,0.376,87,1,4.973,0.313,1,55,80,270,7,2,0,3,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9547561950439648
69-0.41-0.61,66,"37,27,22,46,3,27","47,37,34,39,43,29",229,0.4074074074074074,0.0192965618055,14.573949361789344,6.400520812142295,27,38.166666666666664,0.7240519499864331,0.3710265193331554,1.145187348080122,139,0.6069868995633187,69,0,2.77,0.234,0,55,80,410,7,4,0,2,"(0.4,0.45]","(0.6,0.65]",phaseT,0.946067415730337
96-0.43-0.36,61,"36,6,9,25,40,28","2,14,21,17,47,44",145,0.4236111111111111,0.326341597859,13.899640283115243,17.72474729486056,24,24.166666666666668,3.635859759764641,7.0475866487836,290.0289278994433,52,0.3586206896551724,96,1,5.047,0.282,1,55,80,239,6,1,0,3,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9520383693045563
91-0.42-0.9,74,"41,11,36,12,29,49","48,47,17,26,17,18",173,0.4157303370786517,-0.302375862393,15.513435037626794,14.851487018701752,29.666666666666668,28.833333333333332,1.3492498858972577,0.9878765439108383,5.611353226841597,155,0.8959537572254336,91,0,4.861,0.117,0,55,0,125,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.92336
158-0.41-0.86,50,"17,30,38,3,5,29","3,30,12,26,45,10",126,0.4098360655737705,-0.50448372319,14.334108506170402,15.543487382180357,20.333333333333332,21,2.15997150997151,2.171712993654413,31.654890057710574,108,0.8571428571428571,158,0,11.804,0.197,0,55,0,126,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.95184
29-0.45-0.89,56,"6,2,38,37,11,32","42,44,22,15,31,44",198,0.4444444444444444,-0.663640218891,16.443843832875572,12.425779653607254,21,33,0.9107270865335382,0.9765943856727257,4.816500889110185,176,0.8888888888888888,29,0,4.42,0.104,0,55,0,124,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.90976
53-0.43-0.64,71,"32,16,20,21,34,43","25,45,33,34,29,44",210,0.42771084337349397,-0.0916972469225,10.327955589886445,8.024961059095553,27.666666666666668,35,0.8348249568026445,0.36376831508678487,0.8253337046768816,134,0.638095238095238,53,0,3.13,0.239,0,55,80,379,7,4,0,2,"(0.4,0.45]","(0.6,0.65]",phaseT,0.907223113964687
88-0.42-0.4,74,"25,44,17,39,30,23","27,19,46,11,37,13",153,0.4157303370786517,-0.576781343479,10.191499726078918,13.881642554107204,29.666666666666668,25.5,1.6227961237495945,1.175911069826157,9.241084291243608,61,0.39869281045751637,88,1,4.624,0.372,1,55,80,233,6,1,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9154276578737011
96-0.41-0.61,59,"36,6,9,25,40,28","2,14,21,17,47,44",145,0.4097222222222222,0.326341597859,13.899640283115243,17.72474729486056,24,24.166666666666668,3.635859759764641,7.0475866487836,290.0289278994433,88,0.6068965517241379,96,0,11.855,0.396,0,55,80,388,9,5,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9231139646869984
110-0.42-0.86,63,"47,22,35,6,29,13","7,7,6,8,3,26",57,0.4144736842105263,-0.450854943404,14.922019523732928,8.264381404557755,25.333333333333332,9.5,4.434523809523809,3.6125862589643516,136.02962018140587,49,0.8596491228070176,110,0,4.884,0.302,0,55,67,213,3,2,0,1,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.99984
135-0.42-0.89,80,"45,23,36,14,33,40","9,34,2,45,16,2",108,0.418848167539267,-0.924529971307,11.444066876188144,17.787636155487327,31.833333333333332,18,7.6750136165577345,8.948444610591546,667.7081454315114,96,0.8888888888888888,135,0,3.754,0.165,0,55,0,126,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.95184
235-0.43-0.39,71,"16,41,46,29,4,30","3,29,1,35,8,43",119,0.42771084337349397,0.232696141418,15.603418428878546,18.049007359593674,27.666666666666668,19.833333333333332,9.128895380659614,18.154041700757723,2044.3197910225072,46,0.3865546218487395,235,1,4.279,0.297,1,55,80,292,7,2,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9584332533972821
139-0.43-0.61,66,"7,42,34,23,22,26","28,30,46,38,37,38",217,0.42857142857142855,0.329170449571,11.877148928369412,6.462713568360172,25.666666666666668,36.166666666666664,0.7121997855979549,0.3777493503725557,1.210446638993618,132,0.6082949308755761,139,0,2,0.227,0,55,80,471,9,5,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9680577849117175
40-0.41-0.37,47,"11,35,27,13,18,12","1,45,16,29,47,23",161,0.4051724137931034,0.475467693702,9.688481133111972,17.55467648994611,19.333333333333332,26.833333333333332,2.469711915614297,4.206556038285057,101.43588720555424,59,0.36645962732919257,40,1,8.6,0.298,1,55,80,319,7,2,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9827338129496402
58-0.43-0.88,74,"44,27,1,23,42,36","40,44,34,13,15,2",148,0.4277456647398844,-0.210565561973,15.917495615412202,16.9666339226927,28.833333333333332,24.666666666666668,4.052046482928835,6.899900114560749,293.93303435832684,130,0.8783783783783784,58,0,3.089,0.184,0,55,0,124,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.90976
140-0.44-0.62,76,"4,20,44,47,47,12","28,21,40,46,38,6",179,0.4367816091954023,0.788928802316,19.328735085359313,14.702607478493965,29,29.833333333333332,1.075636555156006,0.5948450038471376,1.803528223864711,110,0.6145251396648045,140,0,5.721,0.333,0,55,80,405,9,5,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9415730337078652
160-0.44-0.61,71,"14,13,34,43,43,16","9,22,19,23,24,36",133,0.43558282208588955,0.0664292894209,14.46950816948063,8.70440501508671,27.166666666666668,22.166666666666668,1.3402691098629314,0.647470369395462,2.79078779898695,81,0.6090225563909775,160,0,8.537,0.389,0,55,80,528,11,6,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9849117174959872
35-0.45-0.89,52,"2,23,24,12,41,14","48,38,27,5,2,13",133,0.4482758620689655,-0.508407706919,13.321661558028964,18.584043334717734,19.333333333333332,22.166666666666668,4.252123631728895,7.998057690399231,383.3024827910687,118,0.8872180451127819,35,0,4.235,0.136,0,55,0,124,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.90976
76-0.41-0.36,61,"2,6,20,40,40,41","5,2,36,23,44,28",138,0.40939597315436244,0.758775033831,18.00462903440853,16.73320053068151,24.833333333333332,23,1.344677102285798,0.9607139555641279,5.327670351119172,49,0.35507246376811596,76,1,4.537,0.334,1,55,80,302,7,2,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9640287769784173
31-0.43-0.63,102,"49,45,21,46,37,40","33,26,9,36,35,39",178,0.42857142857142855,0.765039181902,10.112698288126007,11.021191708098842,39.666666666666664,29.666666666666668,1.484918784918785,0.4933731638465091,2.6279627618222365,112,0.6292134831460674,31,0,3.065,0.195,0,55,80,385,7,4,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9200642054574639
143-0.42-0.88,63,"17,20,24,17,24,48","8,27,7,30,20,7",99,0.42,-0.493911743879,11.696153213770756,10.559356040971437,25,16.5,2.486353615520282,2.3878533184314823,41.764699773942496,87,0.8787878787878788,143,0,5.203,0.216,0,55,0,126,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.95184
41-0.45-0.65,94,"48,27,32,39,31,33","38,34,49,38,31,29",219,0.44761904761904764,0.169512267764,7.4565407529228995,7.12039324756716,35,36.5,0.9790972650403174,0.22320487442875464,0.25172362581654906,142,0.6484018264840182,41,0,3.153,0.24,0,55,80,396,7,4,0,2,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9330658105939005
16-0.41-0.38,49,"46,11,43,4,6,10","21,1,44,41,49,14",170,0.4083333333333333,0.0364394512713,19.172897537930986,19.1798505381733,20,28.333333333333332,2.5170074312060375,4.2255415144152435,103.08387472823938,64,0.3764705882352941,16,1,5.072,0.225,1,55,80,236,6,1,0,3,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9448441247002398
40-0.42-0.65,48,"11,35,27,13,18,12","1,45,16,29,47,23",161,0.41379310344827586,0.475467693702,9.688481133111972,17.55467648994611,19.333333333333332,26.833333333333332,2.469711915614297,4.206556038285057,101.43588720555424,104,0.6459627329192547,40,0,2.163,0.234,0,55,80,378,7,4,0,2,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9059390048154093
126-0.45-0.87,75,"4,40,25,47,41,11","37,19,21,29,16,49",171,0.44642857142857145,-0.71821215565,17.59545395833822,12.613484847574837,28,28.5,1.301921151261636,0.9934282721322301,5.481436948833051,148,0.8654970760233918,126,0,4.467,0.212,0,55,0,127,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.97296
47-0.45-0.62,43,"7,4,17,21,20,28","3,44,28,22,38,46",181,0.44329896907216493,0.349714592286,9.064583093924764,16.203908993408554,16.166666666666668,30.166666666666668,0.8534903629297222,0.7758005272708471,3.1381227330954085,112,0.6187845303867403,47,0,3.27,0.325,0,55,80,537,11,6,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9874799357945425
